RANK,NAME,id joueur,date of birth,country,continent,place of birth,LAT PLAYER,LONG PLAYER,image,TEAM,logo image,headquarters location,LAT TEAM,LONG TEAM,POS,AGE,GP,MPG,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,APG,SPG,BPG,TPG,P+R,P+A,P+R+A,VI,ORtg,DRtg
539,Neemias Queta,Neemias Queta,1999-07-13T00:00:00Z,Portugal,Europe,Barreiro,38.660888888889,-9.0732777777778,Neemias Queta celebrates successful basket.jpg,Sacramento Kings,https://upload.wikimedia.org/wikipedia/fr/thumb/9/95/Kings_de_Sacramento_logo.svg/1200px-Kings_de_Sacramento_logo.svg.png,Sacramento,38.575277777778,-121.48611111111,center,23.7,5,5.7,16.3,10,2,0,9,0.667,0,0,0.667,0.607,2.4,2.2,0.2,0,0.4,0.2,4.6,2.6,4.8,7.1,128.8,93.3
540,Garrett Temple,Garrett Temple,1986-05-08T00:00:00Z,United States of America,North America,Baton Rouge,30.4475,-91.178611111111,Garrett Temple.jpg,New Orleans Pelicans,https://upload.wikimedia.org/wikipedia/fr/thumb/e/e2/New_Orleans_Pelicans_2023.png/260px-New_Orleans_Pelicans_2023.png,New Orleans,29.976111111111113,-90.07833333333333,guard,36.9,21,6.6,14.2,9,4,0.75,17,0.412,23,0.478,0.588,0.599,2.4,0.8,0.6,0.3,0.1,0.2,3.1,3,3.7,6.4,123,107.1
541,Trent Forrest,Trent Forrest,1998-06-12T00:00:00Z,United States of America,North America,Dothan,31.227222222222,-85.407222222222,Trent Forrest vs. Florida.jpg,Atlanta Hawks,https://upload.wikimedia.org/wikipedia/en/thumb/2/24/Atlanta_Hawks_logo.svg/1200px-Atlanta_Hawks_logo.svg.png,Atlanta,33.756944444444,-84.390277777778,guard,24.8,23,12,11.6,19.9,3,0.667,58,0.431,2,0,0.417,0.424,2.3,1.6,1.7,0.3,0.1,0.7,3.9,3.9,5.5,6.1,93.2,114.2
542,Nerlens Noel,Nerlens Noel,1994-04-10T00:00:00Z,United States of America,North America,Everett,42.408333333333,-71.054166666667,Nerlens-Noel.jpg,Detroit Pistons,https://upload.wikimedia.org/wikipedia/commons/3/39/Logo_of_the_Detroit_Pistons.png,Detroit,42.331666666667,-83.0475,center,29,14,10.8,11.9,20.9,10,0.7,28,0.393,2,0.5,0.417,0.465,2.3,2.6,0.5,0.9,0.6,0.6,4.9,2.8,5.4,5.3,92.6,99.1
543,Scotty Pippen Jr.,Scotty Pippen Jr.,2000-11-10T00:00:00Z,United States of America,North America,Portland,45.516666666667,-122.66666666667,Scotty Pippen Jr Vanderbilt (cropped).jpg,Los Angeles Lakers,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Los_Angeles_Lakers_logo.svg/1200px-Los_Angeles_Lakers_logo.svg.png,Los Angeles,34.05223,-118.24368,guard,22.4,6,5.3,24.1,14,9,0.556,9,0.333,3,0.333,0.375,0.439,2.3,0.7,0.3,0.3,0.2,0.3,3,2.7,3.3,5.9,92.9,106.6
544,Davon Reed,Davon Reed,1995-06-11T00:00:00Z,United States of America,North America,Ewing Township,40.2627,-74.7983,Davon Reed (cropped).jpg,Denver Nuggets,https://upload.wikimedia.org/wikipedia/fr/3/35/Nuggets_de_Denver_2018.png,Denver,39.739166666667,-104.98472222222,guard,27.8,35,9,15,19.9,20,0.75,36,0.25,44,0.364,0.413,0.456,2.3,1.5,0.5,0.4,0.1,0.6,3.9,2.9,4.4,5.3,89.1,104.6
545,Khem Birch,Khem Birch,1992-09-28T00:00:00Z,Canada,North America,Montreal,45.508888888889,-73.561666666667,,Toronto Raptors,https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Toronto_Raptors_logo.svg/1200px-Toronto_Raptors_logo.svg.png,Toronto,43.670277777778,-79.386666666667,center,30.5,20,8.1,11.1,19.8,5,0.8,30,0.6,2,0.5,0.609,0.629,2.2,1.3,0.4,0.3,0.3,0.4,3.4,2.5,3.8,5.2,113,102.6
546,Kennedy Chandler,Kennedy Chandler,2002-09-16T00:00:00Z,United States of America,North America,Cordova,35.2,-89.8,Kennedy Chandler 2.jpg,Memphis Grizzlies,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Memphis_Grizzlies.svg/1200px-Memphis_Grizzlies.svg.png,Memphis,35.1175,-89.971111111111,guard,20.6,36,7.8,15.7,17.8,13,0.462,68,0.485,15,0.133,0.434,0.44,2.2,1.1,1.6,0.3,0.1,0.5,3.2,3.8,4.8,8.1,101.2,110.3
547,Ron Harper Jr.,Ron Harper Jr.,2000-04-12T00:00:00Z,United States of America,North America,Paterson,40.915555555556,-74.163055555556,Ron Harper Jr 2.jpg,Toronto Raptors,https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Toronto_Raptors_logo.svg/1200px-Toronto_Raptors_logo.svg.png,Toronto,43.670277777778,-79.386666666667,forward,23,9,5.3,14.8,0,1,1,7,0.714,9,0.333,0.594,0.608,2.2,0.8,0.4,0,0.1,0,3,2.7,3.4,6.7,140.4,114.7
548,Dru Smith,Dru Smith,1997-12-30T00:00:00Z,United States of America,North America,Evansville,37.974722222222,-87.555833333333,Dru Smith.jpg,Miami Heat,https://upload.wikimedia.org/wikipedia/fr/thumb/1/1c/Miami_Heat_-_Logo.svg/1200px-Miami_Heat_-_Logo.svg.png,Miami,25.783333333333,-80.216666666667,guard,25.3,5,13.4,10,6.7,0,0,8,0.5,6,0.167,0.393,0.393,2.2,1.8,1,0.8,0.6,0.2,4,3.2,5,4.7,94.4,98
549,Dalen Terry,Dalen Terry,2002-07-12T00:00:00Z,United States of America,North America,Phoenix,33.44833333333333,-112.07388888888889,Dalen Terry.jpg,Chicago Bulls,https://upload.wikimedia.org/wikipedia/en/thumb/6/67/Chicago_Bulls_logo.svg/1200px-Chicago_Bulls_logo.svg.png,Chicago,41.85003,-87.65005,forward,20.7,38,5.6,18.4,10,21,0.667,45,0.556,27,0.259,0.493,0.523,2.2,1,0.6,0.3,0.1,0.2,3.2,2.8,3.8,7.8,112.5,102.9
550,Andre Iguodala,Andre Iguodala,1984-01-28T00:00:00Z,United States of America,North America,Springfield,39.80172,-89.64371,Heat Andre Iguodala (cropped).jpg,Golden State Warriors,https://upload.wikimedia.org/wikipedia/en/thumb/0/01/Golden_State_Warriors_logo.svg/1200px-Golden_State_Warriors_logo.svg.png,San Francisco,37.7775,-122.41638888888889,guard,39.2,8,14.1,9.4,37,3,0.667,6,1,9,0.111,0.5,0.521,2.1,2.1,2.4,0.5,0.4,1.1,4.3,4.5,6.6,6.2,102.3,108.3
551,Justin Champagnie,Justin Champagnie,2001-06-29T00:00:00Z,United States of America,North America,Staten Island,40.576280555556,-74.144838888889,Justin Champagnie.jpg,Toronto Raptors,https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Toronto_Raptors_logo.svg/1200px-Toronto_Raptors_logo.svg.png,Toronto,43.670277777778,-79.386666666667,guard,21.8,3,3.6,11.7,0,0,0,3,1,0,0,1,1,2,1.3,0.3,0,0,0,3.3,2.3,3.7,10.2,,
552,A. J. Lawson,A.J. Lawson,2000-07-15T00:00:00Z,Canada,North America,Toronto,43.670277777778,-79.386666666667,A.J. Lawson free throw (cropped).jpg,Minnesota Timberwolves,https://upload.wikimedia.org/wikipedia/fr/d/d9/Timberwolves_du_Minnesota_logo_2017.png,Minneapolis,44.981944444444444,-93.26916666666666,guard,22.7,1,1.8,23.8,0,0,0,1,1,0,0,1,1,2,1,0,0,0,0,3,2,3,0,,
553,Chris Silva,Chris Silva,1996-09-19T00:00:00Z,Gabon,Africa,Libreville,0.3901,9.4544,Chris Silva PIT.jpg,Dallas Mavericks,https://upload.wikimedia.org/wikipedia/en/thumb/9/97/Dallas_Mavericks_logo.svg/1200px-Dallas_Mavericks_logo.svg.png,Dallas,32.779166666667,-96.808888888889,forward,26.6,1,3,30.2,50,0,0,1,1,0,0,1,1,2,0,0,0,0,1,2,2,2,0,,
554,Stanley Umude,Stanley Umude,1999-04-12T00:00:00Z,United States of America,North America,Portland,45.516666666667,-122.66666666667,Stanley Umude.jpg,Detroit Pistons,https://upload.wikimedia.org/wikipedia/commons/3/39/Logo_of_the_Detroit_Pistons.png,Detroit,42.331666666667,-83.0475,guard,24,1,2.1,38.1,0,2,1,0,0,1,0,0,0.532,2,0,0,1,1,0,2,2,2,0,,
555,Vince Williams Jr.,Vince Williams Jr.,2000-08-30T00:00:00Z,United States of America,North America,Toledo,41.666666666667,-83.583333333333,Vince Williams Jr.jpg,Memphis Grizzlies,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Memphis_Grizzlies.svg/1200px-Memphis_Grizzlies.svg.png,Memphis,35.1175,-89.971111111111,guard,22.6,15,7,18.2,11,2,1,12,0.667,28,0.143,0.35,0.367,2,1,0.3,0.4,0.1,0.3,3,2.3,3.3,4.8,79.1,102.7
556,Donovan Williams,Donovan Williams,2001-09-06T00:00:00Z,United States of America,North America,Houston,29.762777777778,-95.383055555556,Donovan Williams.jpg,Atlanta Hawks,https://upload.wikimedia.org/wikipedia/en/thumb/2/24/Atlanta_Hawks_logo.svg/1200px-Atlanta_Hawks_logo.svg.png,Atlanta,33.756944444444,-84.390277777778,guard,21.6,2,2.2,48.8,0,0,0,3,0.667,2,0,0.4,0.4,2,1,0,0,0,0,3,2,3,0,,
557,Ryan Rollins,Ryan Rollins,2002-07-03T00:00:00Z,United States of America,North America,Detroit,42.331666666667,-83.0475,"Ryan Rollins, Toledo Rockets MBB, February 2022.jpg",Golden State Warriors,https://upload.wikimedia.org/wikipedia/en/thumb/0/01/Golden_State_Warriors_logo.svg/1200px-Golden_State_Warriors_logo.svg.png,San Francisco,37.7775,-122.41638888888889,guard,20.8,12,5.2,26.1,43.9,6,1,11,0.364,9,0.333,0.425,0.508,1.9,1,0.5,0.1,0.1,1.3,2.9,2.4,3.4,7.6,70.3,101.9
558,Greg Brown III,Greg Brown III,2001-09-01T00:00:00Z,United States of America,North America,Carthage,32.151944444444,-94.337222222222,Greg Brown III.png,Portland Trail Blazers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/por.png,Portland,45.516666666667,-122.66666666667,forward,21.6,16,5.8,18.3,17.6,12,0.417,21,0.476,7,0.143,0.411,0.421,1.8,1.2,0.2,0.3,0.3,0.4,2.9,1.9,3.1,5.2,78.8,104.7
559,Trevor Hudgins,Trevor Hudgins,1999-03-23T00:00:00Z,United States of America,North America,Manhattan,39.19,-96.58667,,Houston Rockets,https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Rockets.svg/1200px-Houston_Rockets.svg.png,Houston,29.762777777778,-95.383055555556,guard,24,5,5.7,16.6,9.6,3,1,1,0,8,0.25,0.333,0.436,1.8,0,0.6,0,0,0.2,1.8,2.4,2.4,0,102.6,124.8
560,Alize Johnson,Alize Johnson,1996-04-22T00:00:00Z,United States of America,North America,Williamsport,41.2444,-77.0186,,San Antonio Spurs,https://upload.wikimedia.org/wikipedia/fr/0/0e/San_Antonio_Spurs_2018.png,San Antonio,29.425,-98.49388888888889,forward,27,4,7.4,15.2,39.1,2,0.5,4,0.75,2,0,0.5,0.509,1.8,2.5,0.3,0.3,0,1,4.3,2,4.5,6,74,109
561,Frank Kaminsky,Frank Kaminsky,1993-04-04T00:00:00Z,United States of America,North America,Lisle,41.7925,-88.0883,Frank Kaminsky 2014 (cropped).jpg,Houston Rockets,https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Rockets.svg/1200px-Houston_Rockets.svg.png,Houston,29.762777777778,-95.383055555556,forward,30,10,5.9,14.6,0,4,1,9,0.444,10,0.2,0.368,0.434,1.8,1.6,1.1,0.1,0.3,0,3.4,2.9,4.5,10,125.5,119.9
562,Xavier Moon,Xavier Moon,1995-01-02T00:00:00Z,United States of America,North America,Goodwater,33.059722222222,-86.052777777778,Xavier Moon.jpg,Los Angeles Clippers,https://a.espncdn.com/i/teamlogos/nba/500-dark/lac.png,Los Angeles,34.05223,-118.24368,guard,28.3,4,4.9,22.3,10,0,0,6,0.333,3,0.333,0.389,0.389,1.8,0.8,1.3,0,0,0.3,2.5,3,3.8,10.1,96.2,108.2
563,Alex Len,Alex Len,1993-06-16T00:00:00Z,Ukraine,Europe,Antratsyt,48.116666666667,39.083333333333,Alex Len 2020.jpg,Sacramento Kings,https://upload.wikimedia.org/wikipedia/fr/thumb/9/95/Kings_de_Sacramento_logo.svg/1200px-Kings_de_Sacramento_logo.svg.png,Sacramento,38.575277777778,-121.48611111111,center,29.8,26,6.2,14.1,34.6,16,0.688,28,0.571,2,0,0.533,0.58,1.7,2.3,0.5,0.2,0.4,0.6,4,2.1,4.4,8.1,111,98.9
564,Dylan Windler,Dylan Windler,1996-09-22T00:00:00Z,United States of America,North America,Indianapolis,39.768611111111,-86.158055555556,Dylan Windler (51687578551).jpg,Cleveland Cavaliers,https://upload.wikimedia.org/wikipedia/fr/0/06/Cavs_de_Cleveland_logo_2017.png,Cleveland,41.482222222222,-81.669722222222,guard,26.5,3,3.5,17.2,25,0,0,1,1,2,0.5,0.833,0.833,1.7,0,0.3,0.3,0,0.3,1.7,2,2,0,,
565,Buddy Boeheim,Buddy Boeheim,1999-11-11T00:00:00Z,United States of America,North America,Fayetteville,36.076388888889,-94.160833333333,Buddy Boeheim.jpg,Detroit Pistons,https://upload.wikimedia.org/wikipedia/commons/3/39/Logo_of_the_Detroit_Pistons.png,Detroit,42.331666666667,-83.0475,forward,23.4,10,9,13.2,0,2,1,2,0.5,25,0.16,0.259,0.287,1.6,0.6,0.4,0.2,0,0,2.2,2,2.6,3.2,77.1,118.2
566,Tony Bradley,Tony Bradley,1998-01-08T00:00:00Z,United States of America,North America,Bartow,27.8925,-81.839722222222,20160330 MCDAAG Tony Bradley Jr. attacks T. J. Leaf and Jarrett Allen (1).jpg,Chicago Bulls,https://upload.wikimedia.org/wikipedia/en/thumb/6/67/Chicago_Bulls_logo.svg/1200px-Chicago_Bulls_logo.svg.png,Chicago,41.85003,-87.65005,center,25.3,12,2.8,19.6,7.4,4,1,7,0.429,5,0.6,0.625,0.69,1.6,0.9,0.1,0.1,0.1,0.1,2.5,1.7,2.6,7.5,,
567,JD Davison,JD Davison,2002-10-03T00:00:00Z,United States of America,North America,Montgomery,32.361666666667,-86.279166666667,JD Davison.png,Boston Celtics,https://upload.wikimedia.org/wikipedia/en/thumb/8/8f/Boston_Celtics.svg/1200px-Boston_Celtics.svg.png,Boston,42.360277777777775,-71.05777777777777,guard,20.5,12,5.5,15.9,17.2,2,0.5,12,0.5,7,0.286,0.474,0.478,1.6,0.8,0.9,0.2,0.2,0.3,2.3,2.5,3.3,7.6,104.2,107.3
568,Sviatoslav Mykhaïliouk,Sviatoslav Mykhailiuk,1997-06-10T00:00:00Z,Ukraine,Europe,Cherkasy,49.444444444444,32.059722222222,Sviatoslav Mykhailiuk Kansas.jpg,New York Knicks,https://upload.wikimedia.org/wikipedia/en/thumb/2/25/New_York_Knicks_logo.svg/1200px-New_York_Knicks_logo.svg.png,New York City,40.7,-74,guard,25.8,13,3.1,17.4,14,5,0.6,2,0,10,0.6,0.75,0.739,1.6,0.5,0.1,0.1,0,0.2,2.2,1.7,2.2,5.6,,
569,Kendall Brown,Kendall Brown,2003-05-11T00:00:00Z,United States of America,North America,Cottage Grove,44.827777777778,-92.943888888889,,Indiana Pacers,https://upload.wikimedia.org/wikipedia/fr/4/48/Pacers_de_l%27Indiana_2017.png,Indianapolis,39.768611111111,-86.158055555556,guard,19.9,6,6.7,10.3,21.7,2,0.5,6,0.667,1,0,0.571,0.571,1.5,1,0.5,0.7,0,0.3,2.5,2,3,5.4,109.3,95.6
570,Matthew Dellavedova,Matthew Dellavedova,1990-09-08T00:00:00Z,Australia,Oceania,Maryborough,-37.05,143.735,Matthew Dellavedova (49166301537) (cropped).jpg,Sacramento Kings,https://upload.wikimedia.org/wikipedia/fr/thumb/9/95/Kings_de_Sacramento_logo.svg/1200px-Kings_de_Sacramento_logo.svg.png,Sacramento,38.575277777778,-121.48611111111,guard,32.6,32,6.7,12.7,16.6,7,0.571,23,0.348,27,0.333,0.43,0.443,1.5,0.4,1.3,0.2,0,0.3,1.9,2.8,3.2,5.5,104.4,111.1
571,Keon Ellis,Keon Ellis,2000-01-08T00:00:00Z,United States of America,North America,Eustis,28.851111111111,-81.681944444444,Keon Ellis.jpg,Sacramento Kings,https://upload.wikimedia.org/wikipedia/fr/thumb/9/95/Kings_de_Sacramento_logo.svg/1200px-Kings_de_Sacramento_logo.svg.png,Sacramento,38.575277777778,-121.48611111111,guard,23.3,16,4.4,12.2,5.8,7,0.571,4,0.25,12,0.5,0.625,0.629,1.5,0.5,0.4,0.3,0.1,0.1,2,1.9,2.4,6.1,138.6,103.8
572,Mfiondu Kabengele,Mfiondu Kabengele,1997-08-14T00:00:00Z,Canada,North America,Burlington,43.325,-79.8,Mfiondu Kabengele (cropped).jpg,Boston Celtics,https://upload.wikimedia.org/wikipedia/en/thumb/8/8f/Boston_Celtics.svg/1200px-Boston_Celtics.svg.png,Boston,42.360277777777775,-71.05777777777777,forward,25.7,4,9.1,10.7,11.8,2,1,4,0.5,3,0,0.286,0.381,1.5,2.5,0,0.5,0,0.3,4,1.5,4,0,105,104.3
573,Jordan Schakel,Jordan Schakel,1998-06-13T00:00:00Z,United States of America,North America,Torrance,33.8358492,-118.3406288,Jordan Schakel.jpg,Washington Wizards,https://upload.wikimedia.org/wikipedia/en/thumb/0/02/Washington_Wizards_logo.svg/1200px-Washington_Wizards_logo.svg.png,"Washington, D.C.",38.895,-77.036666666667,guard,24.8,2,3.1,14,0,0,0,1,0,1,1,0.75,0.75,1.5,0,0.5,0.5,0,0,1.5,2,2,0,,
574,Isaiah Todd,Isaiah Todd,2001-10-17T00:00:00Z,United States of America,North America,Baltimore,39.286388888889,-76.615,Isaiah Todd (cropped).jpg,Washington Wizards,https://upload.wikimedia.org/wikipedia/en/thumb/0/02/Washington_Wizards_logo.svg/1200px-Washington_Wizards_logo.svg.png,"Washington, D.C.",38.895,-77.036666666667,forward,21.5,6,10.2,14.8,9.8,2,1,8,0.25,10,0.1,0.194,0.238,1.5,2,0.7,0.2,0,0.3,3.5,2.2,4.2,5,64.8,112.2
575,Thanásis Antetokoúnmpo,Thanasis Antetokounmpo,1992-07-18T00:00:00Z,Greece,Europe,Athens,37.98416666666667,23.728055555555557,Thanasis Antetokounmpo 2022 NBA ASG Skills Challenge (cropped).jpg,Milwaukee Bucks,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Milwaukee_Bucks_logo.svg/1200px-Milwaukee_Bucks_logo.svg.png,Milwaukee,43.05,-87.95,forward,30.7,37,5.6,13.8,20.6,22,0.5,38,0.526,8,0,0.435,0.458,1.4,1.2,0.4,0.1,0.1,0.3,2.6,1.8,3,6.3,97.9,104.6
576,P. J. Dozier,P. J. Dozier,1996-10-25T00:00:00Z,United States of America,North America,Columbia,34.000555555556,-81.044166666667,20150401 MCDAAG P. J. Dozier dunk (3).JPG,Sacramento Kings,https://upload.wikimedia.org/wikipedia/fr/thumb/9/95/Kings_de_Sacramento_logo.svg/1200px-Kings_de_Sacramento_logo.svg.png,Sacramento,38.575277777778,-121.48611111111,guard,26.5,16,5,20.5,13.2,0,0,17,0.471,16,0.125,0.333,0.333,1.4,0.9,0.6,0.4,0.1,0.3,2.3,2,2.9,7.3,75.6,106.4
577,Wendell Moore,Wendell Moore Jr.,2001-07-18T00:00:00Z,United States of America,North America,Richmond,37.54083333333333,-77.43666666666667,Wendell Moore.jpg,Minnesota Timberwolves,https://upload.wikimedia.org/wikipedia/fr/d/d9/Timberwolves_du_Minnesota_logo_2017.png,Minneapolis,44.981944444444444,-93.26916666666666,guard,21.6,29,5.3,14.9,15.6,5,0.8,26,0.615,17,0.118,0.442,0.465,1.4,0.6,0.6,0.3,0.2,0.3,2.1,2.1,2.7,6,98,109.3
578,Facundo Campazzo,Facundo Campazzo,1991-03-23T00:00:00Z,Argentina,South America,Córdoba,-31.416666666667,-64.183333333333,Facundo Campazzo - 2023 (cropped).jpg,Dallas Mavericks,https://upload.wikimedia.org/wikipedia/en/thumb/9/97/Dallas_Mavericks_logo.svg/1200px-Dallas_Mavericks_logo.svg.png,Dallas,32.779166666667,-96.808888888889,guard,32,8,6.5,14.6,18.5,2,0.5,2,0,11,0.273,0.346,0.36,1.3,0.3,1.1,0.8,0,0.4,1.5,2.4,2.6,4.6,86.4,110.9
579,Braxton Key,Braxton Key,1997-02-14T00:00:00Z,United States of America,North America,Charlotte,35.226944444444,-80.843333333333,Braxton Key (cropped).jpg,Detroit Pistons,https://upload.wikimedia.org/wikipedia/commons/3/39/Logo_of_the_Detroit_Pistons.png,Detroit,42.331666666667,-83.0475,forward,26.2,3,3,8.8,0,2,1,1,1,0,0,1,1.064,1.3,0.3,0,0,0,0,1.7,1.3,1.7,0,,
580,Tyrese Martin,Tyrese Martin,1999-03-03T00:00:00Z,United States of America,North America,Cottage Grove,44.827777777778,-92.943888888889,Tyrese Martin.jpg,Atlanta Hawks,https://upload.wikimedia.org/wikipedia/en/thumb/2/24/Atlanta_Hawks_logo.svg/1200px-Atlanta_Hawks_logo.svg.png,Atlanta,33.756944444444,-84.390277777778,guard,24.1,16,4.1,16.6,7.9,2,1,16,0.5,7,0.143,0.413,0.44,1.3,0.8,0.1,0.1,0,0.1,2.1,1.4,2.2,4.6,98.8,118.4
581,KZ Okpala,KZ Okpala,1999-04-28T00:00:00Z,United States of America,North America,Anaheim,33.836111111111,-117.88972222222,Kezie Okpala (cropped).jpg,Sacramento Kings,https://upload.wikimedia.org/wikipedia/fr/thumb/9/95/Kings_de_Sacramento_logo.svg/1200px-Kings_de_Sacramento_logo.svg.png,Sacramento,38.575277777778,-121.48611111111,forward,24,35,7.1,8.4,15.4,8,0.875,17,0.529,21,0.333,0.513,0.554,1.3,1,0.4,0.2,0.2,0.2,2.3,1.7,2.7,4.5,113.2,103.3
582,Cole Swider,Cole Swider,1999-05-08T00:00:00Z,United States of America,North America,Portsmouth,41.6,-71.25,Cole Swider.jpg,Los Angeles Lakers,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Los_Angeles_Lakers_logo.svg/1200px-Los_Angeles_Lakers_logo.svg.png,Los Angeles,34.05223,-118.24368,forward,23.9,7,5.8,9.3,0,0,0,1,0,8,0.375,0.5,0.5,1.3,1,0.6,0,0,0,2.3,1.9,2.9,6.3,124.6,110.3
583,Vít Krejčí,Vít Krejčí,2000-06-19T00:00:00Z,Czech Republic,Europe,Strakonice,49.261497897079,13.902396874574,,Atlanta Hawks,https://upload.wikimedia.org/wikipedia/en/thumb/2/24/Atlanta_Hawks_logo.svg/1200px-Atlanta_Hawks_logo.svg.png,Atlanta,33.756944444444,-84.390277777778,guard,22.8,29,5.7,10.9,11.8,2,0.5,16,0.625,21,0.238,0.473,0.475,1.2,0.9,0.6,0.2,0,0.2,2.2,1.8,2.8,6.1,109.1,109.3
584,Jack White,Jack White,1997-08-05T00:00:00Z,Australia,Oceania,Traralgon,-38.1958,146.54,"Jack White, Duke Blue Devils (cropped).jpg",Denver Nuggets,https://upload.wikimedia.org/wikipedia/fr/3/35/Nuggets_de_Denver_2018.png,Denver,39.739166666667,-104.98472222222,forward,25.7,17,3.9,14.7,9.4,3,0.667,10,0.5,9,0.333,0.5,0.517,1.2,1,0.2,0.2,0.1,0.1,2.2,1.5,2.5,6.4,,
585,Kessler Edwards,Kessler Edwards,2000-08-09T00:00:00Z,United States of America,North America,Glendale,34.170833333333,-118.25,Kessler Edwards.jpg,Brooklyn Nets,https://logodownload.org/wp-content/uploads/2021/04/brooklyn-nets-logo-2.png,Brooklyn,40.692777777778,-73.990277777778,forward,22.7,14,5.7,16.1,14.2,2,0.5,12,0.333,12,0.167,0.292,0.301,1.1,1,0.1,0.2,0.1,0.3,2.1,1.2,2.2,3.4,71.9,115.4
586,Noah Vonleh,Noah Vonleh,1995-08-24T00:00:00Z,United States of America,North America,Haverhill,42.783333333333,-71.083333333333,Noah Vonleh (cropped).jpg,Boston Celtics,https://upload.wikimedia.org/wikipedia/en/thumb/8/8f/Boston_Celtics.svg/1200px-Boston_Celtics.svg.png,Boston,42.360277777777775,-71.05777777777777,forward,27.6,23,7.5,9.1,31,2,1,20,0.5,4,0.25,0.479,0.502,1.1,2.1,0.3,0.1,0.3,0.5,3.2,1.4,3.5,4.7,102.8,92.7
587,Malcolm Hill,Malcolm Hill,1995-10-26T00:00:00Z,United States of America,North America,St. Louis,38.62638888888889,-90.19944444444444,Malcolm Hill 21.jpg,Chicago Bulls,https://upload.wikimedia.org/wikipedia/en/thumb/6/67/Chicago_Bulls_logo.svg/1200px-Chicago_Bulls_logo.svg.png,Chicago,41.85003,-87.65005,forward,27.5,5,1.8,19.4,0,0,0,1,1,3,0.333,0.625,0.625,1,0.6,0,0,0,0,1.6,1,1.6,0,,
588,Trevor Keels,Trevor Keels,2003-08-26T00:00:00Z,United States of America,North America,Clinton,38.7636,-76.8956,Trevor Keels (cropped).jpg,New York Knicks,https://upload.wikimedia.org/wikipedia/en/thumb/2/25/New_York_Knicks_logo.svg/1200px-New_York_Knicks_logo.svg.png,New York City,40.7,-74,guard,19.6,3,2.7,21.4,0,0,0,0,0,4,0.25,0.375,0.375,1,0.7,0,0,0,0,1.7,1,1.7,0,,
589,Chima Moneke,Chima Moneke,1995-12-24T00:00:00Z,Nigeria,Africa,Lagos,6.45,3.4,,Sacramento Kings,https://upload.wikimedia.org/wikipedia/fr/thumb/9/95/Kings_de_Sacramento_logo.svg/1200px-Kings_de_Sacramento_logo.svg.png,Sacramento,38.575277777778,-121.48611111111,forward,27.3,2,4,26.5,50,2,0,2,0.5,0,0,0.5,0.347,1,1,0.5,0,0,1,2,1.5,2.5,7.9,73.1,97.6
590,Davon Reed,Davon Reed,1995-06-11T00:00:00Z,United States of America,North America,Ewing Township,40.2627,-74.7983,Davon Reed (cropped).jpg,Los Angeles Lakers,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Los_Angeles_Lakers_logo.svg/1200px-Los_Angeles_Lakers_logo.svg.png,Los Angeles,34.05223,-118.24368,guard,27.8,8,3.4,9,0,4,0.25,2,1,2,0.5,0.875,0.694,1,0.5,0.5,0.3,0,0,1.5,1.5,2,7.4,,
591,Joe Wieskamp,Joe Wieskamp,1999-08-23T00:00:00Z,United States of America,North America,Muscatine,41.423888888889,-91.056111111111,Joe Wieskamp 2020.jpg,Toronto Raptors,https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Toronto_Raptors_logo.svg/1200px-Toronto_Raptors_logo.svg.png,Toronto,43.670277777778,-79.386666666667,guard,23.6,9,5.5,12.9,6.7,0,0,2,0,12,0.25,0.321,0.321,1,0.4,0.3,0,0,0.1,1.4,1.3,1.8,3.6,76.8,115.2
592,Nerlens Noel,Nerlens Noel,1994-04-10T00:00:00Z,United States of America,North America,Everett,42.408333333333,-71.054166666667,Nerlens-Noel.jpg,Brooklyn Nets,https://logodownload.org/wp-content/uploads/2021/04/brooklyn-nets-logo-2.png,Brooklyn,40.692777777778,-73.990277777778,center,29,3,14.4,12.2,44.6,2,0.5,6,0.167,0,0,0.167,0.218,1,3,1,1,0.3,1.7,4,2,5,4,57.1,98.2
